819,BROADVIEW STATION,BD,MUTO,Misc. Transportation Other - Employee Non-Chargeable
820,SPADINA YUS STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
821,YONGE SHP STATION,SHP,TUSC,Operator Overspeeding
822,OLD MILL STATION,BD,TUOS,Operator Overshot Platform
823,VAUGHAN MC STATION,YU,SUDP,Disorderly Patron
824,MAIN STREET STATION,BD,SUDP,Disorderly Patron
825,VAUGHAN MC STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
826,VAUGHAN MC STATION,YU,SUUT,Unauthorized at Track Level
827,FINCH STATION,YU,EUHV,High Voltage
828,FINCH STATION,YU,EUECD,ECD / Line Mechanic Related Prob.
829,NORTH YORK CTR STATION,YU,EUNT,Equipment - No Trouble Found
830,QUEEN STATION,YU,MUATC,ATC Project
831,COLLEGE STATION,YU,PUSRA,Subway Radio System Fault 
832,JANE STATION,BD,TUSC,Operator Overspeeding
833,KIPLING STATION,BD,TUMVS,Operator Violated Signal
834,YORKDALE STATION,YU,MUATC,ATC Project
835,ROSEDALE STATION,YU,SUDP,Disorderly Patron
836,SHEPPARD STATION,YU,MUSC,Miscellaneous Speed Control
837,EGLINTON STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
838,LAWRENCE STATION,YU,TUSC,Operator Overspeeding
839,BLOOR STATION,YU,SUEAS,Emergency Alarm Station Activation
840,QUEEN STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
841,QUEEN STATION,YU,MUSC,Miscellaneous Speed Control
842,DON MILLS STATION,SHP,TUSC,Operator Overspeeding
843,BLOOR STATION,YU,SUUT,Unauthorized at Track Level
844,LAWRENCE STATION,YU,SUDP,Disorderly Patron
845,BATHURST STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
846,ST PATRICK STATION,YU,MUPR1,Priority One - Train in Contact With Person
847,LAWRENCE STATION,YU,SUDP,Disorderly Patron
848,KIPLING STATION,BD,PUCSC,Signal Control Problem - Signals
849,DAVISVILLE STATION,YU,MUO,Miscellaneous Other
850,KENNEDY BD STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
851,LAWRENCE WEST STATION,YU,SUDP,Disorderly Patron
852,KIPLING STATION,BD,SUO,Passenger Other
853,LAWRENCE STATION,YU,EUTRD,TR Cab Doors
854,KIPLING STATION,BD,SUDP,Disorderly Patron
855,VICTORIA PARK STATION,BD,SUDP,Disorderly Patron
856,QUEEN STATION,YU,MUATC,ATC Project
857,EGLINTON STATION,YU,PUSNT,Signal Problem - No Trouble
858,DON MILLS STATION,SHP,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
859,KIPLING STATION,BD,PUTWZ,Work Zone Problems - Track
860,COXWELL STATION,BD,MUTO,Misc. Transportation Other - Employee Non-Chargeable
861,SHEPPARD WEST STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
862,EGLINTON STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
863,GREENWOOD STATION,BD,MUDD,Door Problems - Debris Related
864,BLOOR STATION,YU,EUSC,Speed Control Equipment  
865,SHEPPARD STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
866,EGLINTON STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
867,ST GEORGE BD STATION,BD,SUDP,Disorderly Patron
868,DONLANDS STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
869,QUEEN STATION,YU,MUATC,ATC Project
870,ST CLAIR WEST STATION,YU,SUDP,Disorderly Patron
871,OSSINGTON STATION,BD,SUDP,Disorderly Patron
872,WELLESLEY STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
873,BLOOR STATION,YU,SUDP,Disorderly Patron
874,YONGE BD STATION,BD,SUO,Passenger Other
875,CASTLE FRANK STATION,BD,MUPR1,Priority One - Train in Contact With Person
876,OLD MILL STATION,BD,MUO,Miscellaneous Other
877,QUEEN STATION,YU,MUATC,ATC Project
878,UNION STATION,YU,SUUT,Unauthorized at Track Level
879,YONGE SHP STATION,SHP,PUSWZ,Work Zone Problems - Signals
880,ST CLAIR WEST STATION,YU,PUSWZ,Work Zone Problems - Signals
881,KIPLING STATION,BD,EUCO,Couplers
882,FINCH STATION,YU,MUNOA,No Operator Immediately Available - Not E.S.A. Related 
883,OSSINGTON STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
884,SHEPPARD WEST STATION,YU,SUDP,Disorderly Patron
885,DUPONT STATION,YU,SUDP,Disorderly Patron
886,VAUGHAN MC STATION,YU,SUDP,Disorderly Patron
887,KEELE STATION,BD,PUSTS,Signals - Train Stops
888,DAVISVILLE STATION,YU,EUYRD,Yard/Carhouse Related Problems
889,VICTORIA PARK STATION,BD,EUDO,Door Problems - Faulty Equipment
890,OSSINGTON STATION,BD,SUDP,Disorderly Patron
891,DON MILLS STATION,SHP,TUSC,Operator Overspeeding
892,CHRISTIE STATION,BD,MUPR1,Priority One - Train in Contact With Person
893,QUEEN STATION,YU,SUUT,Unauthorized at Track Level
894,OLD MILL STATION,BD,TUMVS,Operator Violated Signal
895,FINCH WEST STATION,YU,SUDP,Disorderly Patron
896,DON MILLS STATION,SHP,TUSC,Operator Overspeeding
897,BAY STATION,BD,EUNT,Equipment - No Trouble Found
898,DUNDAS WEST STATION,BD,SUAP,Assault / Patron Involved
899,KIPLING STATION,BD,MUTO,Misc. Transportation Other - Employee Non-Chargeable
900,MCCOWAN STATION,SRT,ERDO,Door Problems - Faulty Equipment
901,DON MILLS STATION,SHP,TUSC,Operator Overspeeding
902,KIPLING STATION,BD,MUSAN,Unsanitary Vehicle
903,WELLESLEY STATION,YU,SUDP,Disorderly Patron
904,LAWRENCE STATION,YU,EUSC,Speed Control Equipment  
905,MAIN STREET STATION,BD,SUO,Passenger Other
906,HIGH PARK STATION,BD,SUUT,Unauthorized at Track Level
907,CHRISTIE STATION,BD,TUMVS,Operator Violated Signal
908,YORKDALE STATION,YU,SUDP,Disorderly Patron
909,VAUGHAN MC STATION,YU,SUDP,Disorderly Patron
910,SHEPPARD STATION,YU,MUSC,Miscellaneous Speed Control
911,DUPONT STATION,YU,SUPOL,Held By Polce - Non-TTC Related
912,DUFFERIN STATION,BD,SUDP,Disorderly Patron
913,BAYVIEW STATION,SHP,PUSTS,Signals - Train Stops
914,FINCH WEST STATION,YU,SUCOL,Collector Booth Alarm Activated
915,BROADVIEW STATION,BD,TUOS,Operator Overshot Platform
916,ST PATRICK STATION,YU,SUO,Passenger Other
917,LAWRENCE WEST STATION,YU,MUATC,ATC Project
918,YONGE BD STATION,BD,SUDP,Disorderly Patron
919,GREENWOOD YARD,BD,SUG,Graffiti / Scratchiti
920,QUEEN STATION,YU,MUSC,Miscellaneous Speed Control
921,SHEPPARD WEST STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
922,COLLEGE STATION,YU,SUUT,Unauthorized at Track Level
923,WELLESLEY STATION,YU,MUSAN,Unsanitary Vehicle
924,KENNEDY BD STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
925,QUEEN STATION,YU,SUDP,Disorderly Patron
926,KIPLING STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
927,QUEEN STATION,YU,MUSC,Miscellaneous Speed Control
928,FINCH WEST STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
929,NORTH YORK CTR STATION,YU,SUUT,Unauthorized at Track Level
930,CASTLE FRANK STATION,BD,MUPLB,Fire/Smoke Plan B - Source TTC
931,KENNEDY BD STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
932,DUFFERIN STATION,BD,SUDP,Disorderly Patron
933,BATHURST STATION,BD,SUEAS,Emergency Alarm Station Activation
934,KENNEDY BD STATION,BD,MUSC,Miscellaneous Speed Control
935,ST PATRICK STATION,YU,EUDO,Door Problems - Faulty Equipment
936,WARDEN STATION,BD,MUIS,Injured or ill Customer (In Station) - Transported
937,BATHURST STATION,BD,SUDP,Disorderly Patron
938,YONGE SHP STATION,SHP,MUDD,Door Problems - Debris Related
939,KIPLING STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
940,KIPLING STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
941,ST GEORGE BD STATION,BD,SUG,Graffiti / Scratchiti
942,FINCH STATION,YU,TUSC,Operator Overspeeding
943,WILSON STATION,YU,MUATC,ATC Project
944,BESSARION STATION,SHP,TUOS,Operator Overshot Platform
945,ST GEORGE BD STATION,BD,TUMVS,Operator Violated Signal
946,KING STATION,YU,SUAE,Assault / Employee Involved
947,ISLINGTON STATION,BD,MUSC,Miscellaneous Speed Control
948,CHRISTIE STATION,BD,TUSC,Operator Overspeeding
949,VICTORIA PARK STATION,BD,EUDO,Door Problems - Faulty Equipment
950,DONLANDS STATION,BD,SUO,Passenger Other
951,KIPLING STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
952,COXWELL STATION,BD,TUNOA,No Operator Immediately Available 
953,YONGE BD STATION,BD,SUDP,Disorderly Patron
954,DUNDAS WEST STATION,BD,MUIRS,Injured or ill Customer (In Station) - Medical Aid Refused
955,EGLINTON WEST STATION,YU,EUDO,Door Problems - Faulty Equipment
956,FINCH STATION,YU,TUSC,Operator Overspeeding
957,DAVISVILLE STATION,YU,EUOE,Rail Cars & Shops Opr. Error
958,CHESTER STATION,BD,SUDP,Disorderly Patron
959,DUNDAS WEST STATION,BD,SUCOL,Collector Booth Alarm Activated
960,FINCH STATION,YU,SUDP,Disorderly Patron
961,KIPLING STATION,BD,MUTO,Misc. Transportation Other - Employee Non-Chargeable
962,KIPLING STATION,BD,SUDP,Disorderly Patron
963,COXWELL STATION,BD,MUTO,Misc. Transportation Other - Employee Non-Chargeable
964,WARDEN STATION,BD,SUDP,Disorderly Patron
965,COXWELL STATION,BD,TUO,Transportation Department - Other
966,YONGE BD STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
967,YONGE BD STATION,BD,SUDP,Disorderly Patron
968,CHRISTIE STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
969,KENNEDY BD STATION,BD,TUO,Transportation Department - Other
970,ISLINGTON STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
971,FINCH WEST STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
972,FINCH WEST STATION,YU,MUIS,Injured or ill Customer (In Station) - Transported
973,YORKDALE STATION,YU,SUDP,Disorderly Patron
974,BLOOR STATION,YU,SUO,Passenger Other
975,YONGE SHP STATION,SHP,TUNOA,No Operator Immediately Available 
976,MCCOWAN STATION,SRT,TRNOA,No Operator Immediately Available 
977,ST CLAIR WEST STATION,YU,MUATC,ATC Project
978,FINCH WEST STATION,YU,MUATC,ATC Project
979,FINCH STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
980,SHEPPARD STATION,YU,EUDO,Door Problems - Faulty Equipment
981,LAWRENCE STATION,YU,EUSC,Speed Control Equipment  
982,ST CLAIR STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
983,SUMMERHILL STATION,YU,EUSC,Speed Control Equipment  
984,FINCH STATION,YU,SUDP,Disorderly Patron
985,ST CLAIR STATION,YU,MUSC,Miscellaneous Speed Control
986,YONGE SHP STATION,SHP,MUIS,Injured or ill Customer (In Station) - Transported
987,GREENWOOD STATION,BD,SUDP,Disorderly Patron
988,FINCH STATION,YU,TUSC,Operator Overspeeding
989,KEELE STATION,BD,SUDP,Disorderly Patron
990,WELLESLEY STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
991,LAWRENCE STATION,YU,MUSC,Miscellaneous Speed Control
992,ROYAL YORK STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
993,BAY STATION,BD,MUIS,Injured or ill Customer (In Station) - Transported
994,YONGE SHP STATION,SHP,TUSC,Operator Overspeeding
995,ISLINGTON STATION,BD,TUMVS,Operator Violated Signal
996,KEELE STATION,BD,PUSTS,Signals - Train Stops
997,DONLANDS STATION,BD,MUSC,Miscellaneous Speed Control
998,EGLINTON STATION,YU,EUBO,Body
999,KENNEDY BD STATION,BD,EUCA,Compressed Air
1000,YORK MILLS STATION,YU,MUSC,Miscellaneous Speed Control
1001,VAUGHAN MC STATION,YU,EUAC,Air Conditioning
1002,EGLINTON STATION,YU,TUMVS,Operator Violated Signal
1003,YONGE SHP STATION,SHP,TUSC,Operator Overspeeding
1004,ST CLAIR STATION,YU,TUMVS,Operator Violated Signal
1005,CHRISTIE STATION,BD,TUMVS,Operator Violated Signal
1006,BAY STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1007,ST CLAIR STATION,YU,EUSC,Speed Control Equipment  
1008,KENNEDY BD STATION,BD,MUSC,Miscellaneous Speed Control
1009,CHRISTIE STATION,BD,SUAP,Assault / Patron Involved
1010,ST ANDREW STATION,YU,SUDP,Disorderly Patron
1011,ST PATRICK STATION,YU,SUPOL,Held By Polce - Non-TTC Related
1012,CHESTER STATION,BD,SUDP,Disorderly Patron
1013,VICTORIA PARK STATION,BD,TUMVS,Operator Violated Signal
1014,LANSDOWNE STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1015,OSSINGTON STATION,BD,SUDP,Disorderly Patron
1016,FINCH STATION,YU,TUSC,Operator Overspeeding
1017,BLOOR STATION,YU,EUSC,Speed Control Equipment  
1018,BLOOR STATION,YU,EUSC,Speed Control Equipment  
1019,BROADVIEW STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1020,YORKDALE STATION,YU,MUATC,ATC Project
1021,WILSON HOSTLER ,YU,MUATC,ATC Project
1022,SHEPPARD WEST STATION,YU,TUO,Transportation Department - Other
1023,QUEEN STATION,YU,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1024,EGLINTON STATION,YU,MUO,Miscellaneous Other
1025,VAUGHAN MC STATION,YU,SUDP,Disorderly Patron
1026,ST GEORGE YUS STATION,YU,SUDP,Disorderly Patron
1027,CASTLE FRANK STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1028,ST GEORGE BD STATION,BD,SUO,Passenger Other
1029,KENNEDY BD STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1030,YORK UNIVERSITY STATIO,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1031,SHERBOURNE STATION,BD,SUEAS,Emergency Alarm Station Activation
1032,BLOOR STATION,YU,SUROB,Robbery
1033,YONGE BD STATION,BD,SUO,Passenger Other
1034,BAYVIEW STATION,SHP,EUSC,Speed Control Equipment  
1035,WOODBINE STATION,BD,SUUT,Unauthorized at Track Level
1036,COLLEGE STATION,YU,SUDP,Disorderly Patron
1037,EGLINTON STATION,YU,SUDP,Disorderly Patron
1038,EGLINTON STATION,YU,PUTWZ,Work Zone Problems - Track
1039,BLOOR STATION,YU,EUSC,Speed Control Equipment  
1040,YORK MILLS STATION,YU,TUMVS,Operator Violated Signal
1041,KENNEDY BD STATION,BD,TUMVS,Operator Violated Signal
1042,DUNDAS WEST STATION,BD,TUMVS,Operator Violated Signal
1043,ST GEORGE YUS STATION,YU,MUATC,ATC Project
1044,ST GEORGE YUS STATION,YU,MUATC,ATC Project
1045,ST CLAIR WEST STATION,YU,EUDO,Door Problems - Faulty Equipment
1046,ST GEORGE YUS STATION,YU,SUDP,Disorderly Patron
1047,PAPE STATION,BD,SUDP,Disorderly Patron
1048,KENNEDY BD STATION,BD,EUAC,Air Conditioning
1049,FINCH STATION,YU,MUSC,Miscellaneous Speed Control
1050,YONGE BD STATION,BD,SUDP,Disorderly Patron
1051,BLOOR STATION,YU,SUDP,Disorderly Patron
1052,BAY STATION,BD,SUDP,Disorderly Patron
1053,VAUGHAN MC STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
1054,VAUGHAN MC STATION,YU,TUNIP,Operator Not In Position
1055,JANE STATION,BD,SUDP,Disorderly Patron
1056,DUNDAS STATION,YU,SUUT,Unauthorized at Track Level
1057,KENNEDY BD STATION,BD,EUNT,Equipment - No Trouble Found
1058,WOODBINE STATION,BD,EUSC,Speed Control Equipment  
1059,SHEPPARD WEST STATION,YU,PUMO,Station Other
1060,JANE STATION,BD,EUSC,Speed Control Equipment  
1061,OLD MILL STATION,BD,EUSC,Speed Control Equipment  
1062,KIPLING STATION,BD,EUO,RC&S Other
1063,WILSON STATION,YU,SUCOL,Collector Booth Alarm Activated
1064,BLOOR STATION,YU,EUSC,Speed Control Equipment  
1065,SHERBOURNE STATION,BD,SUO,Passenger Other
1066,CHESTER STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1067,KEELE STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
1068,FINCH STATION,YU,EUBO,Body
1069,OSSINGTON STATION,BD,SUAP,Assault / Patron Involved
1070,QUEEN STATION,YU,SUUT,Unauthorized at Track Level
1071,YONGE BD STATION,BD,TUKEY,Two Drum Switch Keys Activated
1072,YONGE BD STATION,BD,TUS,Crew Unable to Maintain Schedule
1073,WARDEN STATION,BD,TUS,Crew Unable to Maintain Schedule
1074,LAWRENCE WEST STATION,YU,TUSC,Operator Overspeeding
1075,QUEEN STATION,YU,SUDP,Disorderly Patron
1076,ST CLAIR WEST STATION,YU,SUO,Passenger Other
1077,SUMMERHILL STATION,YU,SUDP,Disorderly Patron
1078,ROYAL YORK STATION,BD,EUSC,Speed Control Equipment  
1079,ST CLAIR STATION,YU,TUOS,Operator Overshot Platform
1080,ST GEORGE BD STATION,BD,SUDP,Disorderly Patron
1081,KENNEDY BD STATION,BD,SUDP,Disorderly Patron
1082,VICTORIA PARK STATION,BD,MUDD,Door Problems - Debris Related
1083,ROSEDALE STATION,YU,TUOS,Operator Overshot Platform
1084,DAVISVILLE STATION,YU,SUDP,Disorderly Patron
1085,SUMMERHILL STATION,YU,MUSAN,Unsanitary Vehicle
1086,LAWRENCE STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1087,YONGE BD STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1088,COXWELL STATION,BD,SUUT,Unauthorized at Track Level
1089,ST GEORGE BD STATION,BD,SUDP,Disorderly Patron
1090,LAWRENCE STATION,YU,SUUT,Unauthorized at Track Level
1091,ST GEORGE YUS STATION,YU,EUDO,Door Problems - Faulty Equipment
1092,WARDEN TO VICTORIA PAR,BD,EUVE,Work Vehicle
1093,BLOOR STATION,YU,MUSC,Miscellaneous Speed Control
1094,ST GEORGE YUS STATION,YU,MUATC,ATC Project
1095,BLOOR STATION,YU,MUSC,Miscellaneous Speed Control
1096,BLOOR STATION,YU,TUSC,Operator Overspeeding
1097,YONGE BD STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
1098,SPADINA YUS STATION,YU,MUATC,ATC Project
1099,BLOOR STATION,YU,MUSC,Miscellaneous Speed Control
1100,YONGE BD STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
1101,EGLINTON STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
1102,HIGHWAY 407 STATION,YU,SUSP,Suspicious Package
1103,BROADVIEW STATION,BD,TUMVS,Operator Violated Signal
1104,WELLESLEY STATION,YU,SUDP,Disorderly Patron
1105,VAUGHAN MC STATION,YU,SUDP,Disorderly Patron
1106,ST CLAIR WEST STATION,YU,SUAP,Assault / Patron Involved
1107,BATHURST STATION,BD,EUVA,Warning Alarm Systems
1108,KIPLING STATION,BD,EUBK,Brakes
1109,WELLESLEY STATION,YU,SUUT,Unauthorized at Track Level
1110,YONGE BD STATION,BD,SUUT,Unauthorized at Track Level
1111,SPADINA BD STATION,BD,SUG,Graffiti / Scratchiti
1112,COLLEGE STATION,YU,TUMVS,Operator Violated Signal
1113,COXWELL STATION,BD,SUDP,Disorderly Patron
1114,YONGE SHP STATION,SHP,TUSC,Operator Overspeeding
1115,KENNEDY BD STATION,BD,MUIS,Injured or ill Customer (In Station) - Transported
1116,FINCH STATION,YU,SUDP,Disorderly Patron
1117,OSSINGTON STATION,BD,TUSC,Operator Overspeeding
1118,BLOOR STATION,YU,MUPLC,Fire/Smoke Plan C
1119,YONGE BD STATION,BD,MUPLC,Fire/Smoke Plan C
1120,YONGE SHP STATION,SHP,MUTO,Misc. Transportation Other - Employee Non-Chargeable
1121,YONGE SHP STATION,SHP,TUCC,Transit Control Related Problems
1122,WILSON STATION,YU,TUNIP,Operator Not In Position
1123,WARDEN STATION,BD,TUKEY,Two Drum Switch Keys Activated
1124,DON MILLS STATION,SHP,TUOPO,OPTO Operator Related
1125,VICTORIA PARK STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1126,SHEPPARD STATION,YU,TUO,Transportation Department - Other
1127,ST GEORGE YUS STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
1128,ST CLAIR WEST STATION,YU,MUATC,ATC Project
1129,BLOOR STATION,YU,MUSAN,Unsanitary Vehicle
1130,BATHURST STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
1131,DUNDAS WEST STATION,BD,SUAP,Assault / Patron Involved
1132,BLOOR STATION,YU,EUDO,Door Problems - Faulty Equipment
1133,GREENWOOD YARD,BD,MUIE,Injured Employee
1134,VAUGHAN MC STATION,YU,EUTRD,TR Cab Doors
1135,FINCH STATION,YU,TUSUP,Supervisory Error
1136,KENNEDY BD STATION,BD,MUNOA,No Operator Immediately Available - Not E.S.A. Related 
1137,SHEPPARD STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1138,COLLEGE STATION,YU,SUDP,Disorderly Patron
1139,VAUGHAN MC STATION,YU,MUSAN,Unsanitary Vehicle
1140,BLOOR STATION,YU,EUSC,Speed Control Equipment  
1141,VICTORIA PARK STATION,BD,EUOE,Rail Cars & Shops Opr. Error
1142,SHEPPARD STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1143,YORKDALE STATION,YU,SUEAS,Emergency Alarm Station Activation
1144,SHEPPARD WEST STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1145,CASTLE FRANK STATION,BD,MUSAN,Unsanitary Vehicle
1146,WILSON STATION,YU,SUDP,Disorderly Patron
1147,BLOOR STATION,YU,EUSC,Speed Control Equipment  
1148,DONLANDS STATION,BD,PUTOE,T & S Operator Related Problems
1149,SCARBOROUGH CTR STATIO,SRT,ERTC,Train Control - VOBC
1150,ELLESMERE STATION,SRT,ERTC,Train Control - VOBC
1151,KENNEDY SRT STATION,SRT,ERTC,Train Control - VOBC
1152,EGLINTON STATION,YU,MUSC,Miscellaneous Speed Control
1153,HIGH PARK STATION,BD,SUUT,Unauthorized at Track Level
1154,DON MILLS STATION,SHP,TUSC,Operator Overspeeding
1155,SHEPPARD WEST STATION,YU,TUO,Transportation Department - Other
1156,VAUGHAN MC STATION,YU,MUATC,ATC Project
1157,KIPLING STATION,BD,TUSC,Operator Overspeeding
1158,SHEPPARD WEST STATION,YU,MUSC,Miscellaneous Speed Control
1159,COXWELL STATION,BD,SUO,Passenger Other
1160,KENNEDY BD STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1161,ST CLAIR STATION,YU,EUDO,Door Problems - Faulty Equipment
1162,BLOOR STATION,YU,MUSC,Miscellaneous Speed Control
1163,UNION STATION,YU,MUATC,ATC Project
1164,BLOOR STATION,YU,MUSC,Miscellaneous Speed Control
1165,DON MILLS STATION,SHP,TUSC,Operator Overspeeding
1166,WOODBINE STATION,BD,SUDP,Disorderly Patron
1167,MAIN STREET STATION,BD,SUDP,Disorderly Patron
1168,EGLINTON STATION,YU,TUMVS,Operator Violated Signal
1169,ST GEORGE YUS STATION,YU,SUDP,Disorderly Patron
1170,UNION STATION,YU,PUTWZ,Work Zone Problems - Track
1171,BLOOR STATION,YU,SUSA,Sexual Assault
1172,ST CLAIR WEST STATION,YU,SUDP,Disorderly Patron
1173,PIONEER VILLAGE STATIO,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1174,FINCH STATION,YU,PUSWZ,Work Zone Problems - Signals
1175,WELLESLEY STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1176,YORK MILLS STATION,YU,SUO,Passenger Other
1177,COXWELL STATION,BD,TUKEY,Two Drum Switch Keys Activated
1178,SHEPPARD WEST STATION,YU,TUO,Transportation Department - Other
1179,WILSON STATION,YU,MUATC,ATC Project
1180,FINCH STATION,YU,MUSC,Miscellaneous Speed Control
1181,KIPLING STATION,BD,MUTO,Misc. Transportation Other - Employee Non-Chargeable
1182,BAY STATION,BD,SUO,Passenger Other
1183,KEELE STATION,BD,MUSC,Miscellaneous Speed Control
1184,FINCH STATION,YU,MUSC,Miscellaneous Speed Control
1185,GREENWOOD YARD,BD,MUO,Miscellaneous Other
1186,BLOOR STATION,YU,SUDP,Disorderly Patron
1187,KENNEDY BD STATION,BD,TUNOA,No Operator Immediately Available 
1188,UNION STATION,YU,SUCOL,Collector Booth Alarm Activated
1189,CHRISTIE STATION,BD,TUSC,Operator Overspeeding
1190,ST CLAIR WEST STATION,YU,PUSSW,Track Switch Failure - Signal Related Problem
1191,LAWRENCE STATION,YU,SUDP,Disorderly Patron
1192,LAWRENCE STATION,YU,EUSC,Speed Control Equipment  
1193,DUNDAS WEST STATION,BD,MUPR1,Priority One - Train in Contact With Person
1194,MCCOWAN STATION,SRT,TRNIP,Operator Not In Position
1195,YORKDALE STATION,YU,SUDP,Disorderly Patron
1196,EGLINTON STATION,YU,PUSTS,Signals - Train Stops
1197,LAWRENCE STATION,YU,TUSC,Operator Overspeeding
1198,NORTH YORK CTR STATION,YU,EUDO,Door Problems - Faulty Equipment
1199,DOWNSVIEW PARK STATION,YU,MUIS,Injured or ill Customer (In Station) - Transported
1200,SHEPPARD STATION,YU,SUDP,Disorderly Patron
1201,ELLESMERE STATION,SRT,MRO,Miscellaneous Other
1202,WOODBINE STATION,BD,EUPI,Propulsion System
1203,WARDEN STATION,BD,EUCD,Consequential Delay (2nd Delay Same Fault)
1204,EGLINTON STATION,YU,TUMVS,Operator Violated Signal
1205,KENNEDY BD STATION,BD,TUO,Transportation Department - Other
1206,ST GEORGE BD STATION,BD,MUSAN,Unsanitary Vehicle
1207,SHEPPARD STATION,YU,TUSC,Operator Overspeeding
1208,SHERBOURNE STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1209,COXWELL STATION,BD,TUNIP,Operator Not In Position
1210,YORK MILLS STATION,YU,SUDP,Disorderly Patron
1211,DUNDAS WEST STATION,BD,TUO,Transportation Department - Other
1212,KENNEDY BD STATION,BD,SUDP,Disorderly Patron
1213,LAWRENCE STATION,YU,PUTD,Track Level Debris - Controllable
1214,MCCOWAN STATION,SRT,MRO,Miscellaneous Other
1215,GREENWOOD WYE,BD,TUMVS,Operator Violated Signal
1216,LAWRENCE STATION,YU,SUDP,Disorderly Patron
1217,FINCH STATION,YU,TUMVS,Operator Violated Signal
1218,VICTORIA PARK STATION,BD,SUAP,Assault / Patron Involved
1219,YONGE BD STATION,BD,SUDP,Disorderly Patron
1220,DONLANDS STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1221,KEELE STATION,BD,SUAP,Assault / Patron Involved
1222,FINCH STATION,YU,SUDP,Disorderly Patron
1223,DUFFERIN STATION,BD,SUDP,Disorderly Patron
1224,WARDEN STATION,BD,TUOS,Operator Overshot Platform
1225,GREENWOOD WYE,BD,EUME,RC&S Maintenance Error - (Human)
1226,SHERBOURNE STATION,BD,SUUT,Unauthorized at Track Level
1227,LANSDOWNE STATION,BD,SUAP,Assault / Patron Involved
1228,KIPLING STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
