412,DON MILLS STATION,SHP,TUMVS,Operator Violated Signal
413,VICTORIA PARK STATION,BD,PUSTS,Signals - Train Stops
414,COLLEGE STATION,YU,TUMVS,Operator Violated Signal
415,CHESTER STATION,BD,TUO,Transportation Department - Other
416,WILSON YARD,YU,MUPLB,Fire/Smoke Plan B - Source TTC
417,ISLINGTON STATION,YU,TUMVS,Operator Violated Signal
418,ISLINGTON STATION,BD,TUMVS,Operator Violated Signal
419,DUFFERIN STATION,BD,EUDO,Door Problems - Faulty Equipment
420,OSSINGTON STATION,BD,EUCD,Consequential Delay (2nd Delay Same Fault)
421,QUEEN STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
422,BROADVIEW STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
423,BLOOR STATION,YU,MUSC,Miscellaneous Speed Control
424,COLLEGE STATION,YU,TUMVS,Operator Violated Signal
425,SHEPPARD-YONGE STATION,SHP,SUDP,Disorderly Patron
426,MCCOWAN STATION NB,SRT,MRO,Miscellaneous Other
427,SHERBOURNE STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
428,DAVISVILLE STATION,YU,MUO,Miscellaneous Other
429,EGLINTON STATION,YU,MUO,Miscellaneous Other
430,GREENWOOD WYE,BD,EUSC,Speed Control Equipment  
431,DAVISVILLE STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
432,DAVISVILLE STATION,YU,EUSC,Speed Control Equipment  
433,LAWRENCE STATION,YU,EUSC,Speed Control Equipment  
434,QUEEN STATION,YU,MUSC,Miscellaneous Speed Control
435,MCCOWAN STATION,SRT,ERPR,Propulsion System
436,FINCH STATION,YU,MUSC,Miscellaneous Speed Control
437,DOWNSVIEW PARK STATION,YU,TUO,Transportation Department - Other
438,ST CLAIR WEST STATION,YU,SUDP,Disorderly Patron
439,DAVISVILLE STATION,YU,PUSTC,Signals - Track Circuit Problems
440,VAUGHAN MC STATION,YU,TUNIP,Operator Not In Position
441,VAUGHAN MC STATION,YU,TUNIP,Operator Not In Position
442,KENNEDY BD STATION,BD,EUNT,Equipment - No Trouble Found
443,CHRISTIE STATION,BD,SUDP,Disorderly Patron
444,SHEPPARD-YONGE STATION,SHP,TUSC,Operator Overspeeding
445,SHEPPARD WEST STATION,YU,EUBO,Body
446,DUNDAS WEST STATION,BD,SUAP,Assault / Patron Involved
447,DAVISVILLE STATION,YU,EUSC,Speed Control Equipment  
448,FINCH STATION,YU,MUSC,Miscellaneous Speed Control
449,ST CLAIR STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
450,DUFFERIN STATION,BD,SUAP,Assault / Patron Involved
451,ST GEORGE BD STATION,BD,SUAP,Assault / Patron Involved
452,ST PATRICK STATION,YU,SUDP,Disorderly Patron
453,BLOOR STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
454,YONGE BD STATION,BD,TUOS,Operator Overshot Platform
455,DONLANDS STATION,BD,PUSI,Signals or Related Components Failure 
456,COXWELL STATION,BD,SUUT,Unauthorized at Track Level
457,WILSON STATION,YU,MUATC,ATC Project
458,BROADVIEW STATION,BD,EUCA,Compressed Air
459,YORK MILLS STATION,YU,TUSC,Operator Overspeeding
460,CASTLE FRANK STATION,BD,SUAP,Assault / Patron Involved
461,HIGHWAY 407 STATION,YU,SUUT,Unauthorized at Track Level
462,KENNEDY BD STATION,BD,MUIRS,Injured or ill Customer (In Station) - Medical Aid Refused
463,UNION STATION,YU,SUDP,Disorderly Patron
464,COLLEGE STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
465,WILSON YARD,YU,MUATC,ATC Project
466,LAWRENCE STATION,YU,EUO,RC&S Other
467,DON MILLS STATION,SHP,PUCSC,Signal Control Problem - Signals
468,LAWRENCE STATION,YU,TUS,Crew Unable to Maintain Schedule
469,UNION STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
470,FINCH STATION,YU,MUSC,Miscellaneous Speed Control
471,MUSEUM STATION,YU,SUDP,Disorderly Patron
472,HIGH PARK STATION,BD,MUTD,Training Department Related Delays
473,DAVISVILLE STATION,YU,SUDP,Disorderly Patron
474,EGLINTON STATION,YU,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
475,KENNEDY BD STATION,BD,TUKEY,Two Drum Switch Keys Activated
476,LAWRENCE STATION,YU,TUOS,Operator Overshot Platform
477,SPADINA BD STATION,BD,SUDP,Disorderly Patron
478,UNION STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
479,LAWRENCE STATION,YU,EUSC,Speed Control Equipment  
480,QUEEN STATION,YU,SUDP,Disorderly Patron
481,WARDEN STATION,BD,EUNT,Equipment - No Trouble Found
482,DAVISVILLE STATION,YU,EUSC,Speed Control Equipment  
483,DAVISVILLE STATION,YU,TUSC,Operator Overspeeding
484,SHEPPARD WEST STATION,YU,MUATC,ATC Project
485,ST CLAIR STATION,YU,PUTDN,#N/A
486,KENNEDY BD STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
487,KENNEDY SRT STATION,SRT,MRUIR,Injured or ill Customer (On Train) - Medical Aid Refused
488,PAPE STATION,BD,MUD,Door Problems - Passenger Related
489,YORK MILLS STATION,YU,MUO,Miscellaneous Other
490,SHEPPARD STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
491,DUNDAS WEST STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
492,WARDEN STATION,BD,SUDP,Disorderly Patron
493,WILSON STATION,YU,MUATC,ATC Project
494,ST CLAIR WEST STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
495,SHEPPARD STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
496,PAPE STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
497,ROYAL YORK STATION,BD,EUSC,Speed Control Equipment  
498,GREENWOOD STATION,BD,EUNT,Equipment - No Trouble Found
499,LAWRENCE STATION,YU,PUSTS,Signals - Train Stops
500,MCCOWAN YARD,SRT,PRTST,Signals - Train Stops
501,PAPE STATION,BD,PUSWZ,Work Zone Problems - Signals
502,WELLESLEY STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
503,COXWELL STATION,BD,SUUT,Unauthorized at Track Level
504,ROYAL YORK STATION,BD,EUSC,Speed Control Equipment  
505,DOWNSVIEW PARK STATION,YU,EUBO,Body
506,OSSINGTON STATION,BD,PUSTS,Signals - Train Stops
507,OSSINGTON STATION,BD,PUSTS,Signals - Train Stops
508,OSSINGTON STATION,BD,PUSTS,Signals - Train Stops
509,CASTLE FRANK STATION,BD,SUDP,Disorderly Patron
510,OSSINGTON STATION,BD,PUSTS,Signals - Train Stops
511,KEELE STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
512,WOODBINE STATION,BD,SUEAS,Emergency Alarm Station Activation
513,ROSEDALE STATION,YU,SUDP,Disorderly Patron
514,SHEPPARD WEST STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
515,VAUGHAN MC STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
516,SHEPPARD-YONGE STATION,SHP,TUSC,Operator Overspeeding
517,EGLINTON STATION,YU,SUDP,Disorderly Patron
518,LESLIE STATION,SHP,PUOPO,OPTO (COMMS) Train Door Monitoring
519,BESSARION STATION,SHP,PUOPO,OPTO (COMMS) Train Door Monitoring
520,DAVISVILLE BUILD UP,YU,TUO,Transportation Department - Other
521,ISLINGTON STATION,BD,MUSC,Miscellaneous Speed Control
522,KENNEDY BD STATION,BD,PUCSS,Central Office Signalling System
523,BAYVIEW STATION,SHP,SUDP,Disorderly Patron
524,OSSINGTON STATION,BD,SUUT,Unauthorized at Track Level
525,UNION STATION TO ST. A,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
526,SHERBOURNE STATION,BD,SUEAS,Emergency Alarm Station Activation
527,KIPLING STATION,BD,SUG,Graffiti / Scratchiti
528,KIPLING STATION,BD,TUMVS,Operator Violated Signal
529,SPADINA YUS STATION,YU,SUDP,Disorderly Patron
530,SPADINA BD STATION,BD,SUO,Passenger Other
531,WELLESLEY STATION,YU,EUDO,Door Problems - Faulty Equipment
532,WILSON STATION,YU,MUATC,ATC Project
533,SHEPPARD WEST STATION,YU,SUO,Passenger Other
534,PAPE STATION,BD,SUDP,Disorderly Patron
535,DUNDAS WEST STATION,BD,SUDP,Disorderly Patron
536,ST PATRICK STATION,YU,SUDP,Disorderly Patron
537,JANE STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
538,QUEEN'S PARK STATION,YU,SUUT,Unauthorized at Track Level
539,DAVISVILLE YARD,YU,EUOE,Rail Cars & Shops Opr. Error
540,YONGE BD STATION,BD,PUTR,Rail Related Problem
541,DAVISVILLE YARD,YU,SUG,Graffiti / Scratchiti
542,MCCOWAN STATION,SRT,TRTC,Transit Control Related Problems
543,ST GEORGE YUS STATION,YU,MUO,Miscellaneous Other
544,GREENWOOD YARD,BD,MUSC,Miscellaneous Speed Control
545,CHRISTIE STATION,BD,EUDO,Door Problems - Faulty Equipment
546,KIPLING STATION,BD,TUO,Transportation Department - Other
547,EGLINTON STATION,YU,MUSC,Miscellaneous Speed Control
548,QUEEN STATION,YU,EUSC,Speed Control Equipment  
549,VAUGHAN MC STATION,YU,MUCL,Divisional Clerk Related
550,SHEPPARD-YONGE STATION,SHP,TUSC,Operator Overspeeding
551,KENNEDY BD STATION,BD,MUTO,Misc. Transportation Other - Employee Non-Chargeable
552,QUEEN STATION,YU,TUMVS,Operator Violated Signal
553,ST CLAIR STATION,YU,MUO,Miscellaneous Other
554,HIGH PARK STATION,BD,SUO,Passenger Other
555,DON MILLS STATION,SHP,PUOPO,OPTO (COMMS) Train Door Monitoring
556,SHEPPARD-YONGE STATION,SHP,TUNIP,Operator Not In Position
557,SHEPPARD-YONGE STATION,SHP,TUMVS,Operator Violated Signal
558,MCCOWAN STATION,SRT,ERCO,Couplers
559,ST GEORGE BD STATION,BD,MUSC,Miscellaneous Speed Control
560,KIPLING STATION,BD,SUDP,Disorderly Patron
561,ST CLAIR STATION,YU,EUTRD,TR Cab Doors
562,MCCOWAN STATION,SRT,ERCD,Consequential Delay (2nd Delay Same Fault)
563,VAUGHAN MC STATION,YU,TUNIP,Operator Not In Position
564,KENNEDY BD STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
565,MCCOWAN STATION,SRT,ERCD,Consequential Delay (2nd Delay Same Fault)
566,KEELE STATION,BD,MUPLB,Fire/Smoke Plan B - Source TTC
567,SHEPPARD WEST STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
568,ST CLAIR STATION,YU,MUIS,Injured or ill Customer (In Station) - Transported
569,DAVISVILLE STATION,YU,PUSTS,Signals - Train Stops
570,EGLINTON STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
571,ST GEORGE BD STATION,BD,TUSC,Operator Overspeeding
572,SHEPPARD STATION,YU,PUSI,Signals or Related Components Failure 
573,QUEEN STATION,YU,MUSC,Miscellaneous Speed Control
574,KIPLING STATION,BD,SUG,Graffiti / Scratchiti
575,GLENCAIRN STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
576,BLOOR STATION,YU,MUSC,Miscellaneous Speed Control
577,DOWNSVIEW PARK STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
578,MCCOWAN STATION TO KEN,SRT,MRWEA,Weather Reports / Related Delays
579,OLD MILL STATION,BD,TUO,Transportation Department - Other
580,COXWELL STATION,BD,TUO,Transportation Department - Other
581,QUEEN STATION,YU,TUSC,Operator Overspeeding
582,DUPONT STATION,YU,SUDP,Disorderly Patron
583,WELLESLEY STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
584,WELLESLEY STATION,YU,SUDP,Disorderly Patron
585,DAVISVILLE STATION,YU,PUSTS,Signals - Train Stops
586,SHERBOURNE STATION,BD,SUDP,Disorderly Patron
587,CHESTER STATION,BD,TUO,Transportation Department - Other
588,FINCH WEST STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
589,EGLINTON STATION,YU,EUSC,Speed Control Equipment  
590,FINCH STATION,YU,TUSC,Operator Overspeeding
591,DOWNSVIEW PARK STATION,YU,EUHV,High Voltage
592,VAUGHAN MC STATION,YU,TUNOA,No Operator Immediately Available 
593,OLD MILL STATION,BD,TUMVS,Operator Violated Signal
594,LESLIE STATION,SHP,PUOPO,OPTO (COMMS) Train Door Monitoring
595,ST PATRICK STATION,YU,SUAE,Assault / Employee Involved
596,DUNDAS STATION,YU,SUDP,Disorderly Patron
597,FINCH WEST STATION,YU,MUATC,ATC Project
598,ST CLAIR STATION,YU,TUSC,Operator Overspeeding
599,OSSINGTON STATION,BD,SUDP,Disorderly Patron
600,ROYAL YORK STATION,BD,SUUT,Unauthorized at Track Level
601,LANSDOWNE STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
602,SHEPPARD STATION,YU,MUDD,Door Problems - Debris Related
603,VICTORIA PARK STATION,BD,PUSI,Signals or Related Components Failure 
604,VICTORIA PARK STATION,BD,PUSTC,Signals - Track Circuit Problems
605,WOODBINE STATION,BD,SUDP,Disorderly Patron
606,COXWELL STATION,BD,SUDP,Disorderly Patron
607,WELLESLEY STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
608,BLOOR STATION,YU,SUDP,Disorderly Patron
609,FINCH STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
610,YONGE SHP STATION,SHP,TUMVS,Operator Violated Signal
611,DUNDAS WEST STATION,BD,SUDP,Disorderly Patron
612,ISLINGTON STATION,BD,SUDP,Disorderly Patron
613,DUPONT STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
614,ST ANDREW STATION,YU,MUATC,ATC Project
615,DUFFERIN STATION,BD,SUDP,Disorderly Patron
616,WILSON STATION,YU,MUATC,ATC Project
617,FINCH STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
618,WILSON STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
619,SPADINA BD STATION,BD,SUUT,Unauthorized at Track Level
620,SPADINA YUS STATION,YU,SUUT,Unauthorized at Track Level
621,MCCOWAN STATION,SRT,MRNOA,No Operator Immediately Available - Not E.S.A. Related 
622,ISLINGTON STATION,BD,TUMVS,Operator Violated Signal
623,COLLEGE STATION,YU,MUSAN,Unsanitary Vehicle
624,FINCH STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
625,DON MILLS STATION,SHP,MUI,Injured or ill Customer (On Train) - Transported
626,COXWELL STATION,BD,SUDP,Disorderly Patron
627,WARDEN STATION,BD,TUMVS,Operator Violated Signal
628,LAWRENCE WEST STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
629,LAWRENCE EAST STATION,SRT,SRAP,Assault / Patron Involved
630,ELLESMERE STATION,SRT,SRAP,Assault / Patron Involved
631,OLD MILL STATION,BD,TUMVS,Operator Violated Signal
632,CHRISTIE STATION,BD,MUDD,Door Problems - Debris Related
633,DUNDAS STATION,YU,SUDP,Disorderly Patron
634,MUSEUM STATION,YU,SUDP,Disorderly Patron
635,VICTORIA PARK STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
636,YORK MILLS STATION,YU,MUDD,Door Problems - Debris Related
637,YONGE SHP STATION,SHP,MUSC,Miscellaneous Speed Control
638,YONGE SHP STATION,SHP,EUOE,Rail Cars & Shops Opr. Error
639,DON MILLS STATION,SHP,MUO,Miscellaneous Other
640,ST GEORGE YUS STATION,YU,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
641,VAUGHAN MC STATION,YU,EUTRD,TR Cab Doors
642,KIPLING STATION,BD,MUSAN,Unsanitary Vehicle
643,KIPLING STATION,BD,TUSC,Operator Overspeeding
644,EGLINTON STATION,YU,EUSC,Speed Control Equipment  
645,LAWRENCE STATION,YU,TUOS,Operator Overshot Platform
646,KENNEDY BD STATION,BD,MUSAN,Unsanitary Vehicle
647,EGLINTON STATION,YU,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
648,HIGH PARK STATION,BD,SUUT,Unauthorized at Track Level
649,VAUGHAN MC STATION,YU,TUNOA,No Operator Immediately Available 
650,NORTH YORK CTR STATION,YU,MUSC,Miscellaneous Speed Control
651,SCARBOROUGH CTR STATIO,SRT,ERDO,Door Problems - Faulty Equipment
652,KIPLING STATION,BD,MUTO,Misc. Transportation Other - Employee Non-Chargeable
653,SPADINA BD STATION,BD,TUS,Crew Unable to Maintain Schedule
654,BAY STATION,BD,EUME,RC&S Maintenance Error - (Human)
655,QUEEN STATION,YU,MUATC,ATC Project
656,KIPLING STATION,BD,TUMVS,Operator Violated Signal
657,UNION STATION,YU,SUDP,Disorderly Patron
658,VAUGHAN MC STATION,YU,MUO,Miscellaneous Other
659,BAYVIEW STATION,SHP,MUSC,Miscellaneous Speed Control
660,FINCH STATION,YU,EUPI,Propulsion System
661,SHEPPARD WEST STATION,YU,SUDP,Disorderly Patron
662,BATHURST STATION,BD,SUDP,Disorderly Patron
663,ISLINGTON STATION,BD,TUCC,Transit Control Related Problems
664,WARDEN STATION,BD,SUO,Passenger Other
665,LESLIE STATION,SHP,TUSC,Operator Overspeeding
666,EGLINTON STATION,YU,EUOE,Rail Cars & Shops Opr. Error
667,YONGE SHP STATION,SHP,TUMVS,Operator Violated Signal
668,KENNEDY BD STATION,BD,EULV,Low Voltage
669,LAWRENCE EAST STATION,SRT,ERCO,Couplers
670,DONLANDS STATION,BD,TUO,Transportation Department - Other
671,QUEEN'S PARK STATION,YU,SUDP,Disorderly Patron
672,BATHURST STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
673,CHESTER STATION,BD,SUDP,Disorderly Patron
674,EGLINTON WEST STATION,YU,SUDP,Disorderly Patron
675,EGLINTON STATION,YU,SUDP,Disorderly Patron
676,EGLINTON STATION,YU,TUMVS,Operator Violated Signal
677,GLENCAIRN STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
678,MCCOWAN STATION,SRT,MRNOA,No Operator Immediately Available - Not E.S.A. Related 
679,KENNEDY BD STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
680,OLD MILL STATION,BD,TUMVS,Operator Violated Signal
681,BROADVIEW STATION,BD,SUDP,Disorderly Patron
682,SHEPPARD WEST STATION,YU,MUO,Miscellaneous Other
683,SPADINA YUS STATION,YU,SUDP,Disorderly Patron
684,FINCH WEST STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
685,LESLIE STATION,SHP,TUSC,Operator Overspeeding
686,DAVISVILLE STATION,YU,MUNOA,No Operator Immediately Available - Not E.S.A. Related 
687,SPADINA YUS STATION,YU,SUAE,Assault / Employee Involved
688,BLOOR STATION,YU,SUDP,Disorderly Patron
689,KENNEDY BD STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
690,MAIN STREET STATION,BD,SUDP,Disorderly Patron
691,GREENWOOD STATION,BD,MUSC,Miscellaneous Speed Control
692,KIPLING STATION,BD,TUOS,Operator Overshot Platform
693,COLLEGE STATION,YU,TUO,Transportation Department - Other
694,KENNEDY BD STATION,BD,TUMVS,Operator Violated Signal
695,VAUGHAN MC STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
696,EGLINTON STATION,YU,SUUT,Unauthorized at Track Level
697,ISLINGTON STATION,BD,TUMVS,Operator Violated Signal
698,FINCH STATION,YU,TUSC,Operator Overspeeding
699,YONGE SHP STATION,SHP,TUSC,Operator Overspeeding
700,BLOOR STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
701,YORK MILLS STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
702,LANSDOWNE STATION,BD,MUO,Miscellaneous Other
703,LAWRENCE STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
704,COXWELL STATION,BD,PUSCR,Subway Car Radio Fault 
705,MUSEUM STATION,YU,MUATC,ATC Project
706,VAUGHAN MC STATION,YU,MUNOA,No Operator Immediately Available - Not E.S.A. Related 
707,SUMMERHILL STATION,YU,PUTO,T&S Other
708,KIPLING STATION,BD,SUG,Graffiti / Scratchiti
709,KENNEDY SRT STATION,SRT,MRTO,Timeout
710,KENNEDY BD STATION,BD,MUNOA,No Operator Immediately Available - Not E.S.A. Related 
711,YORKDALE STATION,YU,MUATC,ATC Project
712,BROADVIEW STATION,BD,SUDP,Disorderly Patron
713,YONGE SHP STATION,SHP,TUNIP,Operator Not In Position
714,SUMMERHILL STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
715,DUNDAS WEST STATION,BD,TUMVS,Operator Violated Signal
716,WILSON STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
717,LAWRENCE WEST STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
718,KENNEDY BD STATION,BD,MUNOA,No Operator Immediately Available - Not E.S.A. Related 
719,BAYVIEW STATION,SHP,MUSC,Miscellaneous Speed Control
720,HIGH PARK STATION,BD,TUOS,Operator Overshot Platform
721,ST GEORGE BD STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
722,KENNEDY BD STATION,BD,MUD,Door Problems - Passenger Related
723,SHERBOURNE STATION,BD,MUO,Miscellaneous Other
724,WARDEN STATION,BD,TUMVS,Operator Violated Signal
725,YONGE BD STATION,BD,SUUT,Unauthorized at Track Level
726,GREENWOOD YARD,BD,TUMVS,Operator Violated Signal
727,SPADINA YUS STATION,YU,EUDO,Door Problems - Faulty Equipment
728,MCCOWAN STATION,SRT,ERDB,Disc Brakes
729,EGLINTON WEST STATION,YU,SUDP,Disorderly Patron
730,GREENWOOD STATION,BD,TUSUP,Supervisory Error
731,DONLANDS STATION,BD,TUCC,Transit Control Related Problems
732,KENNEDY BD STATION,BD,TUSUP,Supervisory Error
733,GREENWOOD STATION,BD,MUIS,Injured or ill Customer (In Station) - Transported
734,PAPE STATION,BD,SUDP,Disorderly Patron
735,COXWELL STATION,BD,MUNOA,No Operator Immediately Available - Not E.S.A. Related 
736,ST CLAIR WEST STATION,YU,EUBO,Body
737,SHERBOURNE STATION,BD,SUDP,Disorderly Patron
738,COXWELL STATION,BD,MUSAN,Unsanitary Vehicle
739,COLLEGE STATION,YU,MUSC,Miscellaneous Speed Control
740,QUEEN STATION,YU,MUSC,Miscellaneous Speed Control
741,ISLINGTON STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
742,YORK MILLS STATION,YU,TUMVS,Operator Violated Signal
743,NORTH YORK CTR STATION,YU,MUTD,Training Department Related Delays
744,ST GEORGE YUS STATION,YU,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
745,UNION STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
746,BAY STATION,BD,SUUT,Unauthorized at Track Level
747,DOWNSVIEW PARK STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
748,YORK MILLS STATION,YU,MUSC,Miscellaneous Speed Control
749,LESLIE STATION,SHP,TUSC,Operator Overspeeding
750,ST CLAIR STATION,YU,TUMVS,Operator Violated Signal
751,DAVISVILLE STATION,YU,TUOS,Operator Overshot Platform
752,GREENWOOD STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
753,MAIN STREET STATION,BD,TUKEY,Two Drum Switch Keys Activated
754,KING STATION,YU,EUDO,Door Problems - Faulty Equipment
755,DUNDAS STATION,YU,SUUT,Unauthorized at Track Level
756,VAUGHAN MC STATION,YU,PUSRA,Subway Radio System Fault 
757,VAUGHAN MC STATION,YU,SUCOL,Collector Booth Alarm Activated
758,BLOOR STATION,YU,PUSRA,Subway Radio System Fault 
759,KENNEDY BD STATION,BD,MUSAN,Unsanitary Vehicle
760,FINCH STATION,YU,TUMVS,Operator Violated Signal
761,CASTLE FRANK STATION,BD,SUUT,Unauthorized at Track Level
762,ST GEORGE BD STATION,BD,TUSC,Operator Overspeeding
763,ST CLAIR STATION,YU,TUOS,Operator Overshot Platform
764,EGLINTON STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
765,QUEEN STATION,YU,MUATC,ATC Project
766,YONGE SHP STATION,SHP,TUSC,Operator Overspeeding
767,SUMMERHILL STATION,YU,SUDP,Disorderly Patron
768,YONGE SHP STATION,SHP,TUSC,Operator Overspeeding
769,SPADINA YUS STATION,YU,SUDP,Disorderly Patron
770,QUEEN STATION,YU,MUATC,ATC Project
771,ISLINGTON STATION,BD,TUMVS,Operator Violated Signal
772,SPADINA YUS STATION,YU,TUCC,Transit Control Related Problems
773,EGLINTON STATION,YU,EUSC,Speed Control Equipment  
774,DON MILLS STATION,SHP,MUPLB,Fire/Smoke Plan B - Source TTC
775,UNION STATION,YU,SUROB,Robbery
776,KIPLING STATION,BD,SUDP,Disorderly Patron
777,EGLINTON STATION,YU,MUSAN,Unsanitary Vehicle
778,KEELE STATION,BD,MUSC,Miscellaneous Speed Control
779,SHERBOURNE STATION,BD,SUUT,Unauthorized at Track Level
780,ST CLAIR STATION,YU,MUSC,Miscellaneous Speed Control
781,YORK MILLS STATION,YU,TUMVS,Operator Violated Signal
782,QUEEN STATION,YU,MUATC,ATC Project
783,DONLANDS STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
784,KIPLING STATION,BD,SUDP,Disorderly Patron
785,WOODBINE STATION,BD,SUDP,Disorderly Patron
786,BROADVIEW STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
787,VAUGHAN MC STATION,YU,SUDP,Disorderly Patron
788,VAUGHAN MC STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
789,WOODBINE STATION,BD,SUDP,Disorderly Patron
790,QUEEN STATION,YU,EUDO,Door Problems - Faulty Equipment
791,KENNEDY BD STATION,BD,MUSAN,Unsanitary Vehicle
792,QUEEN'S PARK STATION,YU,MUATC,ATC Project
793,GREENWOOD STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
794,ST CLAIR STATION,YU,SUDP,Disorderly Patron
795,WILSON STATION,YU,MUATC,ATC Project
796,ST CLAIR WEST STATION,YU,MUPLC,Fire/Smoke Plan C
797,BAYVIEW STATION,SHP,TUSC,Operator Overspeeding
798,ST ANDREW STATION,YU,SUO,Passenger Other
799,ST GEORGE YUS STATION,YU,SUPOL,Held By Polce - Non-TTC Related
800,ST GEORGE BD STATION,BD,SUO,Passenger Other
801,BAYVIEW STATION,SHP,TUOS,Operator Overshot Platform
802,YONGE BD STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
803,MCCOWAN STATION,SRT,MRCL,Divisional Clerk Related
804,KEELE STATION,BD,MUO,Miscellaneous Other
805,EGLINTON STATION,YU,TUO,Transportation Department - Other
806,YONGE BD STATION,BD,PUTO,T&S Other
807,BESSARION STATION,SHP,TUOS,Operator Overshot Platform
808,DONLANDS STATION,BD,EUSC,Speed Control Equipment  
809,LAWRENCE WEST STATION,YU,TUOS,Operator Overshot Platform
810,BAYVIEW STATION,SHP,TUSC,Operator Overspeeding
811,OSSINGTON STATION,BD,TUMVS,Operator Violated Signal
812,SUMMERHILL STATION,YU,SUDP,Disorderly Patron
813,BATHURST STATION,BD,SUAP,Assault / Patron Involved
814,NORTH YORK CTR STATION,YU,TUSC,Operator Overspeeding
815,VICTORIA PARK STATION,BD,SUDP,Disorderly Patron
816,SPADINA BD STATION,BD,SUDP,Disorderly Patron
817,VICTORIA PARK STATION,BD,SUDP,Disorderly Patron
818,EGLINTON WEST STATION,YU,MUIS,Injured or ill Customer (In Station) - Transported
