3549,EGLINTON STATION,54,Late Leaving Garage - Management
3550,Dupont & Davenport,6,Late Leaving Garage - Operator
3551,Tapscott and Crow Trail,134,Late Leaving Garage - Mechanical
3552,Kennedy STN,43,Late Leaving Garage - Management
3553,Scarborough Town Centre,38,Late Leaving Garage - Vision
3554,Weston Road,36,Mechanical
3555,SUNNYBROOK HOSPITAL,11,Mechanical
3556,EGLINTON/MT PLEASANT,34,Mechanical
3557,Tapscott,53,Mechanical
3558,Finch West Station,36,Mechanical
3559,Victoria Park stn,600,Mechanical
3560,Lakeshore and 12th street,110,Diversion
3561,Dundas and Kipling,112,Investigation
3562,Brookhaven Dr. and Lawrence,52,Emergency Services
3563,Brookhaven and Lawrence,52,Emergency Services
3564,Old Weston and Rogers rd,168,Mechanical
3565,Neilson and Finch,39,Mechanical
3566,FRESHMEADOW/DON MILLS,51,Mechanical
3567,Pioneer Village sttaion,60,Mechanical
3568,Kennedy STN,57,Utilized Off Route
3569,Finch and Jane,36,Emergency Services
3570,Rouge Hill GO Station,38,Emergency Services
3571,Scarborough Centre Station,133,Utilized Off Route
3572,Scarborough Centre Station,133,Utilized Off Route
3573,Kennedy STN,57,Utilized Off Route
3574,Scarborough Centre Station,133,Utilized Off Route
3575,Kennedy STN,43,Utilized Off Route
3576,Scarborough Centre Station,133,Utilized Off Route
3577,Steeles Loop,927,Utilized Off Route
3578,Scarborough Centre Station,133,Utilized Off Route
3579,Finch Station,53,Mechanical
3580,Scarborough Centre Station,133,Utilized Off Route
3581,ossington stn,63,Mechanical
3582,Steeles Loop,927,Utilized Off Route
3583,"On Weston, at Dee (Knob Hill)",73,Investigation
3584,lawrence wstn,163,Mechanical
3585,Scarborough Centre Station,133,Utilized Off Route
3586,St Clair W Station,126,Mechanical
3587,Siverstar and Finch,17,Investigation
3588,Kennedy STN,86,Utilized Off Route
3589,Finch & Driftwood,108,Mechanical
3590,Steeles Loop,927,Utilized Off Route
3591,SHERBOURNE and Bloor,75,Utilized Off Route
3592,Kipling and Dixon,52,Investigation
3593,Scarborough Town Centre,129,Mechanical
3594,Danforth snd Birchmount,69,Mechanical
3595,SHERBOURNE and Bloor,75,Utilized Off Route
3596,King and Shaw,63,Mechanical
3597,Progress and Centennial College,134,Mechanical
3598,Midland Ave/Steeles Ave E,43,Mechanical
3599,SHERBOURNE and Bloor,75,Utilized Off Route
3600,Bathurst & Lawrence,7,Mechanical
3601,Orton Park and Brimorton,54,Mechanical
3602,bathurst & Sheppard,7,Mechanical
3603,Ellesmere/ Principal,95,Investigation
3604,Albian & Kipling,45,Mechanical
3605,Arrow garage POD Sheppard west stn,108,Late Leaving Garage - Mechanical
3606,Steels Loop,927,Mechanical
3607,"On Weston Road, at Rogers",89,Mechanical
3608,Scarborough Town Centre,129,Late Leaving Garage - Mechanical
3609,Morningside Ave/Nightstar Rd,116,Late Leaving Garage - Mechanical
3610,Kipling Station,112,Mechanical
3611,York Mills Station,96,Mechanical
3612,Eglinton Station,34,Mechanical
3613,Jane and John,600,Investigation
3614,Eglinton and Falmouth,600,Investigation
3615,Eglinton Station,54,Utilized Off Route
3616,Eglinton w and fairleigh cres,32,Mechanical
3617,York Mills and Fenn,122,Investigation
3618,Coxwell Station,22,Mechanical
3619,St Clair west stn,90,Mechanical
3620,Lawrence RT staion,54,Mechanical
3621,Scarborough Town Centre,133,Utilized Off Route
3622,Lawrence West Station,163,Investigation
3623,Goreway Drive / Morning Star,52,Investigation
3624,Scarborough Town Centre,133,Utilized Off Route
3625,Scarborough Town Centre,133,Utilized Off Route
3626,Victoria Park and Eglinton,24,Investigation
3627,Victoria Park and Craigton,70,Investigation
3628,Don Mills Station,167,Mechanical
3629,Scarborough Town Centre,133,Utilized Off Route
3630,Finch and Grantbrook,98,Mechanical
3631,Albian & Shendale,73,Mechanical
3632,Pioneer Village Station,41,Mechanical
3633,Cosburn and Donland,87,Mechanical
3634,Danforth/Danforth,300,Mechanical
3635,Markham and Passmore,53,Late Leaving Garage - Mechanical
3636,Jane and Steeles,60,Vision
3637,Valley woods  rd,91,Late Leaving Garage - Mechanical
3638,Baldoon and Finch,39,Late Leaving Garage - Operator
3639,Brimley and Steeles,21,Late Leaving Garage - Management
3640,Kennedy STN,43,Late Leaving Garage - Management
3641,Emmet,32,Late Leaving Garage - Management
3642,Weston & Wilson,96,Mechanical
3643,Kennedy STN,43,Late Leaving Garage - Mechanical
3644,Finch Station,39,Late Leaving Garage - Operator
3645,Gilly and Ancaster,120,Diversion
3646,Finch Station,39,Late Leaving Garage - Operator
3647,Main Station,113,Mechanical
3648,Pioneer Village stn,60,Mechanical
3649,king / atlantic,63,Mechanical
3650,BAYVIEW/LAWRENCE,11,Mechanical
3651,Steeles / Birchmount,53,Mechanical
3652,bloor / dovercourt,161,Diversion
3653,Kipling stn,45,Mechanical
3654,Yonge,32,Mechanical
3655,Warden Station,102,Utilized Off Route
3656,Main Station,23,Mechanical
3657,Kennedy STN,57,Utilized Off Route
3658,Warden Station,17,Utilized Off Route
3659,Scarborough Centre Station,133,Utilized Off Route
3660,Jane and Sheppard,84,Mechanical
3661,OSSINGTON STATION,94,Mechanical
3662,yorkmills stn,165,Mechanical
3663,Scarborough Centre Station,133,Utilized Off Route
3664,Finch stn,60,Mechanical
3665,York Mill station,95,Emergency Services
3666,Finch west stn,36,Mechanical
3667,Kennedy STN,43,Utilized Off Route
3668,Kennedy Station,12,Mechanical
3669,coxwell station,22,Mechanical
3670,Scarborough Centre Station,133,Utilized Off Route
3671,LAWRENCE STATION,162,Mechanical
3672,Scarborough Centre Station,133,Utilized Off Route
3673,Scarborough Centre Station,133,Utilized Off Route
3674,Finch / Hwy 27,36,Mechanical
3675,Bradstock and Weston Road,84,Mechanical
3676,Jane and Sheppard,84,Mechanical
3677,Sherway Gardens,80,Mechanical
3678,Kennedy Station,20,Mechanical
3679,Steeles / Leslie,53,Mechanical
3680,Tapscott and finch,133,Utilized Off Route
3681,Kennedy STN,43,Mechanical
3682,Steeles / Markham,53,Mechanical
3683,LRT STATION,54,Utilized Off Route
3684,HWY 27 AND HUMBER COLLEGE,927,Investigation
3685,Finch station,39,Mechanical
3686,Old Mill Station,66,Mechanical
3687,Queen and Lansdowne,47,Mechanical
3688,Kipling stn,927,Mechanical
3689,Steeles and Hilda,97,Mechanical
3690,Pape Station,25,Mechanical
3691,"On La Rose, at Scarlett",73,Mechanical
3692,SHERBOURNE and Lakeshore,75,Mechanical
3693,BAY - Queens Quay and Lower Jarvis,6,Mechanical
3694,Yong and Lawrence SB,97,Mechanical
3695,Painted Post,102,Investigation
3696,st clair station,88,Mechanical
3697,York Mills Stn,122,Mechanical
3698,Lansdowne Station,47,Mechanical
3699,Eglinton Station,54,Utilized Off Route
3700,Bay Mills Ave and Sheppard Ave E,85,Mechanical
3701,Victoria Park and Steeles,24,Mechanical
3702,Markham Road,39,Mechanical
3703,Yonge and College,97,Diversion
3704,"On Royal York, at Edgehill Road",73,Mechanical
3705,BAY and Queen,6,Diversion
3706,Mortimer/Leroy,62,Diversion
3707,Keele and Rogers,161,Diversion
3708,Lawrence and Kennedy,54,Emergency Services
3709,Lawrence and DonMills,54,Investigation
3710,Lawrence West Station,163,Mechanical
3711,stc,133,Utilized Off Route
3712,Upper Canada Drive and Lord Seaton,78,Mechanical
3713,Atlantic and King,63,Mechanical
3714,Wilson Station,120,Mechanical
3715,Main and Danforth,23,Diversion
3716,Main and Danforth,113,Diversion
3717,Main St and Danforth Ave,20,Diversion
3718,Brimley and Comire Terrace,12,Diversion
3719,Meadowvale Loop,85,Investigation
3720,Albion and Humberline Loop,96,Diversion
3721,Neilson and Sheppard,133,Investigation
3722,High Park stn,89,Mechanical
3723,Bathrust and College,307,Investigation
3724,Bathrust and Dundas,307,Mechanical
3725,York Mills Station,395,Investigation
3726,Humberwood Loop,36,Mechanical
3727,Avenue Road and Lawrence,52,Mechanical
3728,Birchmount/St.Clair,16,Mechanical
3729,Finch stn,60,Mechanical
3730,Kingston road cul -de-sac,95,Mechanical
3731,St Clair Station,74,Mechanical
3732,Sentinel and Grand Ravine,106,Mechanical
3733,Steeles/Victoria Park,24,Mechanical
3734,York Mills station,122,Mechanical
3735,Warden Station,17,Utilized Off Route
3736,Warden Station,102,Utilized Off Route
3737,Kennedy STN,116,Utilized Off Route
3738,Warden Station,102,Utilized Off Route
3739,Warden Station,102,Utilized Off Route
3740,Kennedy STN,57,Utilized Off Route
3741,Pine and Lawrence,32,Mechanical
3742,Warden Station,17,Utilized Off Route
3743,coxwell station,22,Mechanical
3744,.Scarborough Centre Station,133,Utilized Off Route
3745,Scarborough Centre Station,133,Utilized Off Route
3746,Kennedy STN,57,Utilized Off Route
3747,Warden Station,16,Utilized Off Route
3748,Scarborough Centre Station,133,Utilized Off Route
3749,Scarborough Centre Station,133,Utilized Off Route
3750,Kennedy STN,43,Utilized Off Route
3751,Sheppard and Birchmount,85,Utilized Off Route
3752,Scarborough Centre Station,133,Utilized Off Route
3753,Warden Station,16,Utilized Off Route
3754,Sheppard West Station,106,Mechanical
3755,Jane and Wilson,96,Mechanical
3756,Scarborough Centre Station,133,Utilized Off Route
3757,davisville stn,14,Mechanical
3758,Scarborough Centre Station,133,Utilized Off Route
3759,Jane and Trethewey,32,Mechanical
3760,Humberwood Loop,36,Investigation
3761,Bathurst and Hotspur,109,Investigation
3762,Sheppard West Stn.,84,Mechanical
3763,Lawrence West Stn.,52,Mechanical
3764,Wilson  upper station,29,Mechanical
3765,DUNDAS AND EASTMALL,112,Mechanical
3766,Chapman and Scarlett,79,Emergency Services
3767,Lawrence and Warden,54,Mechanical
3768,davisville station,11,Mechanical
3769,Don Mills Station,169,Mechanical
3770,Little/ swells,39,Mechanical
3771,Warden Station,135,Mechanical
3772,SHERBOURNE - South Drive and Glen Road,75,Utilized Off Route
3773,Old Weston & St Clair W,41,Mechanical
3774,Lawrence Station,52,Mechanical
3775,Warden and steels,68,Late Leaving Garage - Mechanical
3776,Warden Station,102,Mechanical
3777,jane and alliance,161,Late Leaving Garage - Vision
3778,donlands stn,56,Mechanical
3779,Don Mills Station,85,Mechanical
3780,Lawrence West Station,52,Investigation
3781,lawrence west station,163,Investigation
3782,SHERBOURNE and Shuter,75,Investigation
3783,Eglinton Stn,32,Mechanical
3784,wilson station,96,Mechanical
3785,Keele and eglinton w,32,Mechanical
3786,BAY - Davenport and Dupont,6,Mechanical
3787,st. clair station,88,Mechanical
3788,Don Mills Station,85,Mechanical
3789,Jane and Emmett,32,Mechanical
3790,Passmore and Markham,53,Mechanical
3791,Ossington Station,161,Mechanical
3792,bayview & eglinton,34,Mechanical
3793,Eglinton Station,54,Utilized Off Route
3794,Finch station,42,Mechanical
3795,Lawrence West,52,Mechanical
3796,Markham and Major Mac,102,Investigation
3797,Silverstone Blvd and Steeles,57,Emergency Services
3798,Markham and Eglinton,102,Mechanical
3799,"On Weston, at Oak",89,Investigation
3800,Kennedy Station,116,Mechanical
3801,Lawrence West,52,Mechanical
3802,Finch station,125,Investigation
3803,warden and steels,68,Investigation
3804,Pharmacy and Ellesmere,67,Mechanical
3805,STC,133,Utilized Off Route
3806,Steeles and Birchmount,53,Mechanical
3807,Finch West Station,36,Late Leaving Garage - Mechanical
3808,Chaplin and Oriole Parkway,14,Investigation
3809,Old Finch and Littles,39,Mechanical
3810,Park and Anneke,20,Diversion
3811,Glenhurst and Oakwood,163,Diversion
3812,Glenhurst and Oakwood,161,Diversion
3813,Runnymede stn,71,Mechanical
3814,DUFFERIN ST & APEX DR,329,Investigation
3815,Dundas and Bathurst,307,Investigation
3816,Lawrence west station,52,Mechanical
3817,Dupont & Dufferin,29,Mechanical
3818,Evans and Royal York,76,Mechanical
3819,Lawrence /Bellamy,9,Emergency Services
3820,Signet Hill Dr,60,Mechanical
3821,Kennedy STN,43,Investigation
3822,Lawrence West Station,52,Mechanical
3823,Markham / Passmore,53,Mechanical
3824,Humberwood Loop,36,Mechanical
3825,Royal York Station,76,Mechanical
3826,Victoria Park Station,12,Mechanical
3827,Martingrove and Rexdale,46,Mechanical
3828,Old Mill Station,66,Mechanical
3829,Finch Station,42,Mechanical
3830,PAPE STATION,72,Utilized Off Route
3831,Wicksteed,88,Mechanical
3832,Finch / Arrow,36,Mechanical
3833,Royal York Station,76,Investigation
3834,Bayview and Eglinton,54,Investigation
3835,Kennedy STN,86,Late Leaving Garage - Mechanical
3836,Royal York Station,76,Investigation
3837,royal york station,15,Investigation
3838,Royal york station,48,Investigation
3839,Ellesmere and Markham,95,Investigation
3840,Kennedy STN,116,Utilized Off Route
3841,Lawrence Station,52,Late Leaving Garage - Mechanical
3842,York Mills and Fenside,95,Investigation
3843,Kennedy STN,57,Utilized Off Route
3844,Warden Station,16,Utilized Off Route
3845,Kennedy Station,20,Investigation
3846,Warden Station,16,Utilized Off Route
3847,Scarborough Centre Station,133,Utilized Off Route
3848,Kennedy Station,20,Investigation
3849,Sheppard Station,84,Investigation
3850,Scarborough Centre Station,133,Utilized Off Route
3851,Kennedy STN,57,Utilized Off Route
3852,Scarborough Centre Station,133,Utilized Off Route
3853,Kennedy STN,43,Utilized Off Route
3854,Warden and Lawrence,54,Utilized Off Route
3855,Scarborough Centre Station,133,Utilized Off Route
3856,The Donway W. and Lawrence,54,Emergency Services
3857,Kennedy STN,43,Utilized Off Route
3858,Bathurst Station,7,Mechanical
3859,Markham rd and Pandora circle,102,Investigation
3860,WELLESLEY - Wellesley Station,94,Investigation
3861,FLEMINGDON PARK - Broadview Station,100,Utilized Off Route
3862,STC,133,Utilized Off Route
3863,keele and eglinton,32,Mechanical
3864,Main Station,20,Mechanical
3865,Bathurst at Green,600,Mechanical
3866,STC,133,Utilized Off Route
3867,bombay loop,61,Mechanical
3868,Finch west stn,36,Mechanical
3869,SHERBOURNE - South and Glen,75,Utilized Off Route
3870,Don Mills Station,85,Mechanical
3871,Morningside and Old Finch,133,Utilized Off Route
3872,Warden Station,16,Investigation
3873,Oakwood Loop at St.Clair and Oakwood,63,Mechanical
3874,Kipling stn,46,Investigation
3875,Victoria Park and Crescent Town,24,Investigation
3876,"Mill Road Loop, at Burnamthorpe",50,Mechanical
3877,Pharmacy and Ellesmere,67,Mechanical
3878,Ossington and College,63,Investigation
3879,Warden station,102,Mechanical
3880,St. Clair Station,74,Mechanical
3881,Birchmount and Mack,69,Mechanical
3882,Warden Station,69,Mechanical
3883,Orton Park and Lawrence,54,Mechanical
3884,Carluke and Fifeshire,78,Mechanical
3885,Warden Station,102,Mechanical
3886,Bathurst at Bedford park,600,Mechanical
3887,Driftwood at Jane,108,Mechanical
3888,StarSpray,54,Utilized Off Route
3889,Dufferin / Finch,104,Mechanical
3890,Eglinton Station,56,Mechanical
3891,Queen and Wineva,64,Investigation
3892,Warden Station,17,Utilized Off Route
3893,Carrier Loop,96,Mechanical
3894,Steeles and Brimley,21,Mechanical
3895,Gary and Yelland (CN Rail Track),59,Diversion
3896,Ossington Station,63,Investigation
3897,York Mills Station,122,Investigation
3898,Drewry and Cactus,98,Mechanical
3899,Kingston and Morningside,86,Mechanical
3900,BAYST & HARBOUR ST,320,Mechanical
3901,MAIN/DANFORTH,300,Investigation
3902,Gerrard/Blantyre Ave.,135,Diversion
3903,BOMBAY LOOP,61,Mechanical
3904,McCowan/Finch,129,Mechanical
3905,STEELES/BAYVIEW,11,Mechanical
3906,Kenton & Bathurst,7,Mechanical
3907,Signal Hill,60,Vision
3908,Finch west stn,36,Investigation
3909,Emmet Ave and Verona Ave,32,Mechanical
3910,Keele & Finch,41,Mechanical
3911,York Mills Station,96,Utilized Off Route
3912,Keele and Dundas,89,Investigation
3913,Brimley/Progress,21,Investigation
3914,Major Mackenzie/Ridgecrest,129,Emergency Services
3915,Humberline,96,Utilized Off Route
3916,Yonge St and Queen Quay,97,Emergency Services
3917,Sheppard and the Allen,117,Mechanical
3918,York Mills Station,96,Utilized Off Route
3919,Scarborough Centre Station,133,Utilized Off Route
3920,Sheppard West Station,105,Mechanical
3921,Scarborough Centre Station,133,Utilized Off Route
3922,High Park Stn,80,Mechanical
3923,Caledonia on Eglinton,32,Investigation
3924,Meadowvale and Sheppard,86,Investigation
3925,Scarborough Centre Station,133,Utilized Off Route
3926,Pine and lawrence ave west,32,Mechanical
3927,Scarborough Centre Station,133,Utilized Off Route
3928,Windermere Place,71,Mechanical
3929,SHERBOURNE and Shuter,600,Investigation
3930,STc,16,Investigation
3931,fresh meadow & steeles,51,Mechanical
3932,Nugget and Markham,131,Mechanical
3933,High Park Station,89,Mechanical
3934,Morningside and Old Finch,133,Utilized Off Route
3935,Neilson and Tapscott,133,Mechanical
3936,Humber College Loop,44,Mechanical
3937,Murray Ross at North of Shoreham,108,Investigation
3938,"On Islington, at Lakeshore",110,Mechanical
3939,Finch / Islington,36,Investigation
3940,Pioneer Village Station,35,Mechanical
3941,SHERBOURNE - South Drive and Glen,75,Utilized Off Route
3942,"On Weston Road, at Highway 401",89,Mechanical
3943,Humber College Loop,44,Late Leaving Garage - Mechanical
3944,Steeles / Tapscott,53,Diversion
3945,Earlscourt Loop,47,Mechanical
3946,Royal Crest and Martingrove,927,Mechanical
3947,Jane Station,35,Investigation
3948,Runnymede Station,79,Late Leaving Garage - Mechanical
3949,Mt pleasant & Merton,74,Investigation
3950,Donlands and Gamble,56,Mechanical
3951,Keele at Eglinton,41,Mechanical
3952,eglinton station,32,Late Leaving Garage - Mechanical
3953,Morningside and Old Finch,133,Utilized Off Route
3954,High Park Station,89,Mechanical
3955,Pioneer Village Station,84,Mechanical
3956,Sentinel and Finch Ave W,106,Investigation
3957,SHERBOURNE - South Drive and Glen,75,Mechanical
3958,Dufferin at Lawrence,29,Mechanical
3959,Hullmar and Kaiser,35,Investigation
3960,Toronto Zoo Loop,86,Mechanical
3961,Main Station,113,Investigation
3962,on Finch Ave East at Arrow Road,36,Diversion
3963,Birchmount and Foxbridge,17,Mechanical
3964,on Yonge St at Bishop Ave,60,Investigation
3965,PAPE - Carlaw and Gerrard,72,Investigation
3966,Markham and Finch,102,Mechanical
3967,Broadview Station,100,Mechanical
3968,Lawrence and Beechgrove,86,Mechanical
3969,Terminal 3,52,Mechanical
3970,Morningside and Nightstar,116,Mechanical
3971,Jane / Alliance,161,Mechanical
3972,Morningside and Ellesmere,116,Emergency Services
3973,Sheppard West Station,84,Utilized Off Route
3974,Dupont and Lansdowne,26,Investigation
3975,Sheppard West Station,106,Mechanical
3976,Weston and St Clair,89,Investigation
3977,Sunnybrook Hospital,11,Mechanical
3978,Weston and Albion,89,Mechanical
3979,Royal York stn,73,Mechanical
3980,Lawrence and Varna,109,Diversion
3981,Markham and Eglinton,600,Investigation
3982,Warden Station,17,Emergency Services
3983,Ossington Station,94,Mechanical
3984,Queens Quay and Yonge Street,320,Mechanical
3985,Steeles Loop,320,Utilized Off Route
3986,Kennedy Station,116,Investigation
3987,"on Finch Ave West, from Arrow Rd to Oakdale",36,Diversion
3988,York mills station,395,Mechanical
3989,Murray Ross PKWY/ Sentinel Rd East,341,Investigation
3990,EGLINTON/BAYVIEW,354,Mechanical
3991,Wilson Garage,160,Late Leaving Garage - Mechanical
3992,Kenneyd station,43,Late Leaving Garage - Operator
3993,Mt.Dennis Garage,79,Late Leaving Garage - Operator
3994,High park stn,189,Late Leaving Garage - Mechanical
3995,LAWRENCE STATION,124,Late Leaving Garage - Mechanical
3996,Wilson Garage,104,Late Leaving Garage - Operator
3997,Kennedy station,21,Mechanical
3998,Scarborough Town Centre,129,Late Leaving Garage - Operator
3999,Lawrence and Royal York,73,Mechanical
4000,LAWRENCE STATION,52,Utilized Off Route
4001,Jane Stn,35,Emergency Services
4002,Howard Moscoe Street and NW Gate,106,Mechanical
4003,Warden Station,9,Mechanical
4004,Warden Station,102,Utilized Off Route
4005,Kipling Station,45,Investigation
4006,St Clair and Keele  st,71,Investigation
4007,Scarborough Town Centre,133,Utilized Off Route
4008,Magellan Dr Giltspur,120,Diversion
4009,Pine and Lawrence,79,Late Leaving Garage - Mechanical
4010,Scarborough Town centre,133,Utilized Off Route
4011,Rexdale and Bergamot,37,Investigation
4012,Scarborough Town centre,133,Utilized Off Route
4013,Queen St/Sherbourne St,75,Diversion
4014,Scarborough Town centre,133,Utilized Off Route
4015,Pioneer Village station,60,Investigation
4016,Morningside and Finch,133,Utilized Off Route
4017,Freshmeadow/Don Mills,25,Mechanical
4018,Sheppard Station,84,Late Leaving Garage - Mechanical
4019,Eglinton at Lillian,56,Investigation
4020,Steeles and Martingrove.,927,Utilized Off Route
4021,Weston & Oak,89,Mechanical
4022,Princess Gate Loop,121,Mechanical
4023,Lawrence Station,52,Late Leaving Garage - Mechanical
4024,Eglinton Station,54,Late Leaving Garage - Management
4025,York Mills Station,96,Mechanical
4026,Steeles and Don Mills,51,Emergency Services
4027,Earlscourt Loop,47,Mechanical
4028,Entire Line,161,General Delay
4029,Ossington and Manchester,163,Emergency Services
4030,Steeles and Martingrove.,927,Utilized Off Route
4031,Wilson and Jane,35,Mechanical
4032,STC,133,Utilized Off Route
4033,Warden Station,102,Mechanical
4034,Military Trail/ Kingston,38,Diversion
4035,Bathurst and Carr,511,Mechanical
4036,U of T,95,Utilized Off Route
4037,Main station,87,Mechanical
4038,princes gates,29,Mechanical
4039,St. Clair Station,88,Mechanical
4040,Main Station,87,Mechanical
4041,Warden Station,68,Mechanical
4042,on Passmore Ave at Markham Rd,53,Mechanical
4043,Broadview Station,100,Utilized Off Route
4044,on Finch Ave West at Arrow Rd,36,Mechanical
4045,Victoria park stn,24,Utilized Off Route
4046,Ossington Station,163,Mechanical
4047,Bathurst and Nassau St.,511,Emergency Services
4048,Scarborough Centre,38,Mechanical
4049,Keele and Rotherham,41,Diversion
4050,Islington and Elmhurst\,96,Diversion
4051,Don Mills/ Gateway Blvd,100,Investigation
4052,Finch Station,53,Mechanical
4053,Broadview station,100,Mechanical
4054,Finch station,36,Utilized Off Route
4055,Brimley and Steeles,21,Mechanical
4056,Finch station,39,Utilized Off Route
4057,Don Mills Station,85,Mechanical
4058,Bathurst and Sheppard,7,Mechanical
4059,Steeles and Murrary Ross,35,Investigation
4060,Queens Quay,6,Mechanical
4061,Wellesley station,94,Utilized Off Route
4062,Danforth & Danforth,300,Mechanical
4063,Kennedy Station,300,Vision
4064,EAST MALL/ BLOOR,300,Late Leaving Garage - Management
4065,"on Finch Ave West, from Arrow Rd to Oakdale Rd",36,Diversion
4066,KENNEDY STATION,300,Late Leaving Garage - Operator
4067,FINCHDENE/FINCH,334,Late Leaving Garage - Operator
4068,Passmore,43,Late Leaving Garage - Operator
4069,Coxwell Station,22,Late Leaving Garage - Mechanical
4070,Sheppard West Station,105,Mechanical
4071,Runnymede Station,79,Late Leaving Garage - Mechanical
4072,Jane and Alliance,161,Mechanical
4073,Sheppard West Station,106,Utilized Off Route
4074,Castle Frank Station,94,Late Leaving Garage - Mechanical
4075,Pine and Lawrence,79,Late Leaving Garage - Mechanical
4076,York Mills Station,96,Late Leaving Garage - Mechanical
4077,COXWELL/DANFORTH,300,Mechanical
4078,Warden Station,102,Late Leaving Garage - Operator
4079,Victoria Park stn,24,Utilized Off Route
4080,Jane Stn,35,Investigation
4081,Morningside and Finch,133,Utilized Off Route
4082,Victoria Park st,24,Mechanical
4083,Rouge Hill Go Station,85,Mechanical
4084,Steeles and McCowan,53,Mechanical
4085,Scaroborugh Town Centre,38,Utilized Off Route
4086,Victoria park on McNicoll,42,Emergency Services
4087,Scarborough Town centre,133,Utilized Off Route
4088,St Clair West Station,90,Late Leaving Garage - Mechanical
4089,Bloor and Delaware,161,Emergency Services
4090,Martingrove and Steeles Loop.,927,Utilized Off Route
4091,Pioneer Village Station,106,Late Leaving Garage - Mechanical
4092,Rougehill GO station,38,Utilized Off Route
4093,Morningview Trail and Sewells,131,Mechanical
4094,greenwin village and bathurst,7,Mechanical
4095,Lansdowne and Seaforth,47,Mechanical
4096,Martingrove and Longbourne,46,Diversion
4097,Lawrence Station,52,Utilized Off Route
4098,emmett and jane,32,Mechanical
4099,Scarborough Town Centre,38,Utilized Off Route
4100,Steeles Loop and Martingrove,46,Utilized Off Route
4101,Martingrove and steeles loop,927,Diversion
4102,Martingrove and Steeles Loop,927,Utilized Off Route
4103,Earlscourt Loop,47,Mechanical
4104,The Westway and Royal York,52,Mechanical
4105,Parkwoods Village and Combermere Dr,95,Investigation
4106,greenwin village and bathurst,7,Mechanical
4107,Barmac and Weston,165,Mechanical
4108,Lawerence W Station,163,Mechanical
4109,Lawrence Station,52,Mechanical
4110,Tollington and Martin Grove,52,Mechanical
4111,Scarborough College Loop,95,Utilized Off Route
4112,Empress and Yonge,97,Investigation
4113,Pape station,72,Mechanical
4114,Castle Frank station,94,Mechanical
4115,Victoria Park/ Steeles,24,Mechanical
4116,Islington / Dixon,52,Mechanical
4117,Bathurst STN,511,Utilized Off Route
4118,dufferin and croatia,29,Investigation
4119,Main Station,23,Mechanical
4120,Front and Bay,121,Mechanical
4121,Eglinton W Station,32,Utilized Off Route
4122,Kennedy station,116,Utilized Off Route
4123,Davenport Rd & Ossington Ave,163,Mechanical
4124,Scarborough Town Cneter,38,Mechanical
4125,Jane Station,35,Investigation
4126,POD:  EB lakeshore opposite  Longbranch loop,110,Mechanical
4127,"Steeles Loop, West of Martin Grove",60,Mechanical
4128,Lawrence W Station,163,Mechanical
4129,Dundas W & Auckland,900,Investigation
4130,Kennedy Station,43,Mechanical
4131,Markham and Sheppard,102,Diversion
4132,Sheppard and Markham Rd.,85,Diversion
4133,Montgomery ave and Yonge,600,Emergency Services
4134,on Finch Ave West at Bathurst St,36,Mechanical
4135,Jane and Lawrence,35,Emergency Services
4136,Kipling & Birmingham,44,Mechanical
4137,Bathurst & Wilson,7,Mechanical
4138,Eglinton and Lebovic,34,Mechanical
4139,Kennedy Station,343,Mechanical
4140,Weston Rd/Lawrence Ave,89,Mechanical
4141,Clairport Cres/Albion Rd,73,Late Leaving Garage - Operator
4142,Victoria Park and Sheppard,600,Mechanical
4143,Humber Loop,66,Late Leaving Garage - Mechanical
4144,Kingston Road Loop,95,Late Leaving Garage - Operator
4145,Dundas West Station,40,Late Leaving Garage - Operator
4146,Don mills and Wynford,100,Late Leaving Garage - Operator
4147,IAN MACDONALD/CHIMNEYSTACK,353,Mechanical
4148,Wilmington and Overbrook,104,Mechanical
4149,Pioneer Village station,353,Mechanical
4150,Kennedy STN,86,Late Leaving Garage - Mechanical
4151,Sheppard and Progress,85,Investigation
4152,EGLINTON/LAIRD,34,Mechanical
4153,Malvern garage,95,Late Leaving Garage - Operator
4154,Mt.Dennis garage,79,Late Leaving Garage - Mechanical
4155,LAWRENCE/BAYVIEW,124,Mechanical
4156,SUNNYBROOK HOSPITAL,11,Mechanical
4157,Dunstable pl. on the West way,52,Investigation
4158,Finch West Station,36,Vision
4159,WICKSTEED/BRENTCLIFFE,88,Mechanical
4160,Lawrence West Stn.,52,Management
4161,Coxwell Station,22,Mechanical
4162,Eglinton Station,54,Mechanical
4163,CoXwell Station,22,Late Leaving Garage - Mechanical
4164,Warden Station,17,Utilized Off Route
4165,Warden Station,102,Utilized Off Route
4166,Kennedy STN,116,Utilized Off Route
4167,KENNEDY STATION,34,Emergency Services
4168,Warden Station,17,Utilized Off Route
4169,Lakeshore Blvd W and Mimico,76,Mechanical
4170,STC,38,Utilized Off Route
4171,Martingrove and Steeles loop,927,Utilized Off Route
4172,Kennedy STN,57,Utilized Off Route
4173,Scarborough Centre Station,133,Utilized Off Route
4174,Scarborough Centre Station,133,Utilized Off Route
4175,Queen and lansdowne,47,Mechanical
4176,Scarborough Centre Station,133,Utilized Off Route
4177,Kennedy STN,600,Utilized Off Route
4178,Meadowvale Loop,85,Utilized Off Route
